1,7514242.070,4692240.860,0.000,,0.000,0.000,01:00:00,1970-01-01
2,7514219.469,4692234.254,0.000,,0.000,0.000,01:00:00,1970-01-01
3,7514229.829,4692194.483,0.000,,0.000,0.000,01:00:00,1970-01-01
4,7514250.899,4692202.725,0.000,,0.000,0.000,01:00:00,1970-01-01
100,7514230.471,4692174.964,615.623,,0.051,0.061,14:26:49,2000-07-28
101,7514221.621,4692199.174,616.198,,0.079,0.079,14:30:06,2000-07-28
102,7514228.047,4692178.558,615.711,,0.065,0.078,14:32:20,2000-07-28
103,7514257.480,4692185.438,616.491,,0.062,0.076,14:35:30,2000-07-28
